project, filepath_prev, filepath_curr, disc_prev, undisc_prev,disc_curr, undisc_curr
linux,processing/prev_ver/include/linux/pm.h,processing/curr_ver/include/linux/pm.h,3,0,10,0
linux,processing/prev_ver/include/linux/sysfs.h,processing/curr_ver/include/linux/sysfs.h,2,0,3,0
linux,processing/prev_ver/include/linux/nfsacl.h,processing/curr_ver/include/linux/nfsacl.h,1,0,0,0
linux,processing/prev_ver/include/linux/watchdog.h,processing/curr_ver/include/linux/watchdog.h,1,0,2,0
linux,processing/prev_ver/include/linux/stat.h,processing/curr_ver/include/linux/stat.h,1,0,0,0
linux,processing/prev_ver/include/linux/clockchips.h,processing/curr_ver/include/linux/clockchips.h,2,0,6,0
linux,processing/prev_ver/include/linux/libata.h,processing/curr_ver/include/linux/libata.h,19,0,32,0
linux,processing/prev_ver/include/linux/sysctl.h,processing/curr_ver/include/linux/sysctl.h,1,0,2,0
linux,processing/prev_ver/include/linux/adfs_fs.h,processing/curr_ver/include/linux/adfs_fs.h,1,0,0,0
linux,processing/prev_ver/include/linux/lp.h,processing/curr_ver/include/linux/lp.h,3,0,2,0
linux,processing/prev_ver/include/linux/falloc.h,processing/curr_ver/include/linux/falloc.h,0,0,1,0
linux,processing/prev_ver/include/linux/flat.h,processing/curr_ver/include/linux/flat.h,4,0,2,0
linux,processing/prev_ver/include/linux/ptrace.h,processing/curr_ver/include/linux/ptrace.h,3,0,6,0
linux,processing/prev_ver/include/linux/cn_proc.h,processing/curr_ver/include/linux/cn_proc.h,3,0,2,0
linux,processing/prev_ver/include/linux/agpgart.h,processing/curr_ver/include/linux/agpgart.h,2,0,0,0
linux,processing/prev_ver/include/linux/tty_ldisc.h,processing/curr_ver/include/linux/tty_ldisc.h,0,0,2,0
linux,processing/prev_ver/include/linux/signalfd.h,processing/curr_ver/include/linux/signalfd.h,3,0,2,0
linux,processing/prev_ver/include/linux/swiotlb.h,processing/curr_ver/include/linux/swiotlb.h,0,0,2,0
linux,processing/prev_ver/include/linux/backing-dev.h,processing/curr_ver/include/linux/backing-dev.h,3,0,6,0
linux,processing/prev_ver/include/linux/rtc.h,processing/curr_ver/include/linux/rtc.h,2,0,6,0
linux,processing/prev_ver/include/linux/irqflags.h,processing/curr_ver/include/linux/irqflags.h,2,0,5,0
linux,processing/prev_ver/include/linux/types.h,processing/curr_ver/include/linux/types.h,21,0,17,0
linux,processing/prev_ver/include/linux/if_phonet.h,processing/curr_ver/include/linux/if_phonet.h,1,0,0,0
linux,processing/prev_ver/include/linux/amba/bus.h,processing/curr_ver/include/linux/amba/bus.h,0,0,2,0
linux,processing/prev_ver/include/linux/spi/mmc_spi.h,processing/curr_ver/include/linux/spi/mmc_spi.h,0,0,2,0
linux,processing/prev_ver/include/linux/spi/spi.h,processing/curr_ver/include/linux/spi/spi.h,2,0,4,0
linux,processing/prev_ver/include/linux/spi/spi_bitbang.h,processing/curr_ver/include/linux/spi/spi_bitbang.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter/nf_conntrack_tcp.h,processing/curr_ver/include/linux/netfilter/nf_conntrack_tcp.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter/nf_conntrack_h323.h,processing/curr_ver/include/linux/netfilter/nf_conntrack_h323.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter/nf_conntrack_common.h,processing/curr_ver/include/linux/netfilter/nf_conntrack_common.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter/nf_conntrack_pptp.h,processing/curr_ver/include/linux/netfilter/nf_conntrack_pptp.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter/nf_conntrack_sip.h,processing/curr_ver/include/linux/netfilter/nf_conntrack_sip.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter/nf_conntrack_irc.h,processing/curr_ver/include/linux/netfilter/nf_conntrack_irc.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter/x_tables.h,processing/curr_ver/include/linux/netfilter/x_tables.h,4,0,5,0
linux,processing/prev_ver/include/linux/netfilter/nf_conntrack_ftp.h,processing/curr_ver/include/linux/netfilter/nf_conntrack_ftp.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter/nf_conntrack_sane.h,processing/curr_ver/include/linux/netfilter/nf_conntrack_sane.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter/nf_conntrack_dccp.h,processing/curr_ver/include/linux/netfilter/nf_conntrack_dccp.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter/nf_conntrack_proto_gre.h,processing/curr_ver/include/linux/netfilter/nf_conntrack_proto_gre.h,3,0,0,0
linux,processing/prev_ver/include/linux/netfilter/nfnetlink.h,processing/curr_ver/include/linux/netfilter/nfnetlink.h,1,0,2,0
linux,processing/prev_ver/include/linux/lockd/debug.h,processing/curr_ver/include/linux/lockd/debug.h,2,0,0,0
linux,processing/prev_ver/include/linux/lockd/lockd.h,processing/curr_ver/include/linux/lockd/lockd.h,4,0,3,0
linux,processing/prev_ver/include/linux/regulator/machine.h,processing/curr_ver/include/linux/regulator/machine.h,0,0,2,0
linux,processing/prev_ver/include/linux/regulator/fixed.h,processing/curr_ver/include/linux/regulator/fixed.h,0,0,2,0
linux,processing/prev_ver/include/linux/ssb/ssb.h,processing/curr_ver/include/linux/ssb/ssb.h,18,0,12,0
linux,processing/prev_ver/include/linux/ssb/ssb_driver_gige.h,processing/curr_ver/include/linux/ssb/ssb_driver_gige.h,3,0,2,0
linux,processing/prev_ver/include/linux/ssb/ssb_driver_extif.h,processing/curr_ver/include/linux/ssb/ssb_driver_extif.h,3,0,4,0
linux,processing/prev_ver/include/linux/ssb/ssb_driver_mips.h,processing/curr_ver/include/linux/ssb/ssb_driver_mips.h,2,0,4,0
linux,processing/prev_ver/include/linux/sunrpc/rpc_pipe_fs.h,processing/curr_ver/include/linux/sunrpc/rpc_pipe_fs.h,1,0,0,0
linux,processing/prev_ver/include/linux/sunrpc/svcauth_gss.h,processing/curr_ver/include/linux/sunrpc/svcauth_gss.h,1,0,0,0
linux,processing/prev_ver/include/linux/sunrpc/svcauth.h,processing/curr_ver/include/linux/sunrpc/svcauth.h,1,0,0,0
linux,processing/prev_ver/include/linux/sunrpc/xprtsock.h,processing/curr_ver/include/linux/sunrpc/xprtsock.h,1,0,0,0
linux,processing/prev_ver/include/linux/sunrpc/stats.h,processing/curr_ver/include/linux/sunrpc/stats.h,3,0,5,0
linux,processing/prev_ver/include/linux/sunrpc/svc_rdma.h,processing/curr_ver/include/linux/sunrpc/svc_rdma.h,0,0,1,0
linux,processing/prev_ver/include/linux/sunrpc/xdr.h,processing/curr_ver/include/linux/sunrpc/xdr.h,1,0,0,0
linux,processing/prev_ver/include/linux/sunrpc/msg_prot.h,processing/curr_ver/include/linux/sunrpc/msg_prot.h,1,0,0,0
linux,processing/prev_ver/include/linux/sunrpc/xprt.h,processing/curr_ver/include/linux/sunrpc/xprt.h,1,0,7,0
linux,processing/prev_ver/include/linux/sunrpc/gss_api.h,processing/curr_ver/include/linux/sunrpc/gss_api.h,1,0,0,0
linux,processing/prev_ver/include/linux/sunrpc/gss_err.h,processing/curr_ver/include/linux/sunrpc/gss_err.h,1,0,0,0
linux,processing/prev_ver/include/linux/sunrpc/auth.h,processing/curr_ver/include/linux/sunrpc/auth.h,2,0,0,0
linux,processing/prev_ver/include/linux/sunrpc/sched.h,processing/curr_ver/include/linux/sunrpc/sched.h,5,0,7,0
linux,processing/prev_ver/include/linux/sunrpc/auth_gss.h,processing/curr_ver/include/linux/sunrpc/auth_gss.h,1,0,0,0
linux,processing/prev_ver/include/linux/sunrpc/svc.h,processing/curr_ver/include/linux/sunrpc/svc.h,0,0,1,0
linux,processing/prev_ver/include/linux/mtd/cfi.h,processing/curr_ver/include/linux/mtd/cfi.h,10,0,8,0
linux,processing/prev_ver/include/linux/mtd/nand.h,processing/curr_ver/include/linux/mtd/nand.h,0,0,4,0
linux,processing/prev_ver/include/linux/mtd/physmap.h,processing/curr_ver/include/linux/mtd/physmap.h,1,0,0,0
linux,processing/prev_ver/include/linux/mtd/mtd.h,processing/curr_ver/include/linux/mtd/mtd.h,2,0,0,0
linux,processing/prev_ver/include/linux/mtd/map.h,processing/curr_ver/include/linux/mtd/map.h,20,0,19,0
linux,processing/prev_ver/include/linux/mtd/onenand.h,processing/curr_ver/include/linux/mtd/onenand.h,0,0,1,0
linux,processing/prev_ver/include/linux/mtd/cfi_endian.h,processing/curr_ver/include/linux/mtd/cfi_endian.h,1,0,0,0
linux,processing/prev_ver/include/linux/mtd/doc2000.h,processing/curr_ver/include/linux/mtd/doc2000.h,0,0,2,0
linux,processing/prev_ver/include/linux/netfilter_ipv6/ip6_tables.h,processing/curr_ver/include/linux/netfilter_ipv6/ip6_tables.h,2,0,1,0
linux,processing/prev_ver/include/linux/usb/ch9.h,processing/curr_ver/include/linux/usb/ch9.h,0,0,1,0
linux,processing/prev_ver/include/linux/usb/serial.h,processing/curr_ver/include/linux/usb/serial.h,2,0,4,0
linux,processing/prev_ver/include/linux/usb/musb.h,processing/curr_ver/include/linux/usb/musb.h,1,0,3,0
linux,processing/prev_ver/include/linux/usb/gadget.h,processing/curr_ver/include/linux/usb/gadget.h,4,0,8,0
linux,processing/prev_ver/include/linux/netfilter_ipv4/ip_tables.h,processing/curr_ver/include/linux/netfilter_ipv4/ip_tables.h,2,0,1,0
linux,processing/prev_ver/include/linux/netfilter_bridge/ebtables.h,processing/curr_ver/include/linux/netfilter_bridge/ebtables.h,1,0,0,0
linux,processing/prev_ver/include/linux/netfilter_arp/arp_tables.h,processing/curr_ver/include/linux/netfilter_arp/arp_tables.h,2,0,1,0
linux,processing/prev_ver/include/linux/mmc/core.h,processing/curr_ver/include/linux/mmc/core.h,0,0,1,0
linux,processing/prev_ver/include/linux/mmc/host.h,processing/curr_ver/include/linux/mmc/host.h,2,0,6,0
lighttpd,processing/prev_ver/src/keyvalue.c,processing/curr_ver/src/keyvalue.c,4,0,6,0
lighttpd,processing/prev_ver/src/mod_trigger_b4_dl.c,processing/curr_ver/src/mod_trigger_b4_dl.c,32,0,26,0
lighttpd,processing/prev_ver/src/mod_status.c,processing/curr_ver/src/mod_status.c,8,0,2,0
lighttpd,processing/prev_ver/src/response.c,processing/curr_ver/src/response.c,4,2,1,0
lighttpd,processing/prev_ver/src/mod_accesslog.c,processing/curr_ver/src/mod_accesslog.c,14,0,7,0
lighttpd,processing/prev_ver/src/mod_proxy.c,processing/curr_ver/src/mod_proxy.c,0,0,1,1
lighttpd,processing/prev_ver/src/http-header-glue.c,processing/curr_ver/src/http-header-glue.c,8,0,5,0
lighttpd,processing/prev_ver/src/http_auth.c,processing/curr_ver/src/http_auth.c,2,0,0,0
lighttpd,processing/prev_ver/src/lighttpd-angel.c,processing/curr_ver/src/lighttpd-angel.c,0,0,1,0
lighttpd,processing/prev_ver/src/mod_mysql_vhost.c,processing/curr_ver/src/mod_mysql_vhost.c,11,0,5,0
lighttpd,processing/prev_ver/src/mod_magnet.c,processing/curr_ver/src/mod_magnet.c,2,0,5,0
lighttpd,processing/prev_ver/src/mod_webdav.c,processing/curr_ver/src/mod_webdav.c,23,0,114,20
lighttpd,processing/prev_ver/src/mod_scgi.c,processing/curr_ver/src/mod_scgi.c,18,4,0,0
lighttpd,processing/prev_ver/src/data_config.c,processing/curr_ver/src/data_config.c,1,0,3,0
lighttpd,processing/prev_ver/src/stream.c,processing/curr_ver/src/stream.c,6,0,4,0
lighttpd,processing/prev_ver/src/connections.c,processing/curr_ver/src/connections.c,19,0,10,2
lighttpd,processing/prev_ver/src/array.c,processing/curr_ver/src/array.c,1,0,4,0
lighttpd,processing/prev_ver/src/fdevent.c,processing/curr_ver/src/fdevent.c,3,0,91,1
lighttpd,processing/prev_ver/src/fdevent_select.c,processing/curr_ver/src/fdevent_select.c,2,0,1,0
lighttpd,processing/prev_ver/src/mod_redirect.c,processing/curr_ver/src/mod_redirect.c,3,0,0,0
lighttpd,processing/prev_ver/src/configfile.c,processing/curr_ver/src/configfile.c,17,2,27,0
lighttpd,processing/prev_ver/src/mod_fastcgi.c,processing/curr_ver/src/mod_fastcgi.c,16,4,0,0
lighttpd,processing/prev_ver/src/server.c,processing/curr_ver/src/server.c,82,0,92,4
lighttpd,processing/prev_ver/src/mod_userdir.c,processing/curr_ver/src/mod_userdir.c,2,1,1,1
lighttpd,processing/prev_ver/src/mod_staticfile.c,processing/curr_ver/src/mod_staticfile.c,1,0,0,0
lighttpd,processing/prev_ver/src/mod_evasive.c,processing/curr_ver/src/mod_evasive.c,2,0,0,0
lighttpd,processing/prev_ver/src/mod_rewrite.c,processing/curr_ver/src/mod_rewrite.c,9,0,0,0
lighttpd,processing/prev_ver/src/mod_extforward.c,processing/curr_ver/src/mod_extforward.c,6,0,7,2
lighttpd,processing/prev_ver/src/mod_cml_funcs.c,processing/curr_ver/src/mod_cml_funcs.c,2,0,1,0
lighttpd,processing/prev_ver/src/http_chunk.c,processing/curr_ver/src/http_chunk.c,0,0,3,0
lighttpd,processing/prev_ver/src/buffer.c,processing/curr_ver/src/buffer.c,2,0,3,0
lighttpd,processing/prev_ver/src/mod_cml_lua.c,processing/curr_ver/src/mod_cml_lua.c,3,0,1,0
lighttpd,processing/prev_ver/src/mod_ssi.c,processing/curr_ver/src/mod_ssi.c,11,4,2,0
lighttpd,processing/prev_ver/src/mod_dirlisting.c,processing/curr_ver/src/mod_dirlisting.c,19,0,17,1
lighttpd,processing/prev_ver/src/mod_auth.c,processing/curr_ver/src/mod_auth.c,10,0,9,3
lighttpd,processing/prev_ver/src/log.c,processing/curr_ver/src/log.c,8,0,3,0
lighttpd,processing/prev_ver/src/mod_cml.c,processing/curr_ver/src/mod_cml.c,6,0,4,0
lighttpd,processing/prev_ver/src/mod_cgi.c,processing/curr_ver/src/mod_cgi.c,16,4,6,1
lighttpd,processing/prev_ver/src/fdevent_linux_sysepoll.c,processing/curr_ver/src/fdevent_linux_sysepoll.c,2,0,3,0
lighttpd,processing/prev_ver/src/stat_cache.c,processing/curr_ver/src/stat_cache.c,25,0,61,7
lighttpd,processing/prev_ver/src/chunk.c,processing/curr_ver/src/chunk.c,0,0,3,3
lighttpd,processing/prev_ver/src/fdevent_freebsd_kqueue.c,processing/curr_ver/src/fdevent_freebsd_kqueue.c,2,0,3,0
lighttpd,processing/prev_ver/src/network.c,processing/curr_ver/src/network.c,24,0,6,3
lighttpd,processing/prev_ver/src/request.c,processing/curr_ver/src/request.c,0,0,7,0
lighttpd,processing/prev_ver/src/mod_magnet_cache.c,processing/curr_ver/src/mod_magnet_cache.c,1,0,0,0
lighttpd,processing/prev_ver/src/mod_rrdtool.c,processing/curr_ver/src/mod_rrdtool.c,4,0,0,0
lighttpd,processing/prev_ver/src/network_write.c,processing/curr_ver/src/network_write.c,5,0,50,1
lighttpd,processing/prev_ver/src/configfile-glue.c,processing/curr_ver/src/configfile-glue.c,5,0,2,0
lighttpd,processing/prev_ver/src/fdevent_poll.c,processing/curr_ver/src/fdevent_poll.c,2,0,3,0
lighttpd,processing/prev_ver/src/fdevent_solaris_devpoll.c,processing/curr_ver/src/fdevent_solaris_devpoll.c,2,0,3,0
lighttpd,processing/prev_ver/src/mod_magnet_cache.h,processing/curr_ver/src/mod_magnet_cache.h,1,0,0,0
lighttpd,processing/prev_ver/src/http_auth.h,processing/curr_ver/src/http_auth.h,2,0,0,0
lighttpd,processing/prev_ver/src/keyvalue.h,processing/curr_ver/src/keyvalue.h,1,0,0,0
lighttpd,processing/prev_ver/src/mod_ssi.h,processing/curr_ver/src/mod_ssi.h,1,0,0,0
lighttpd,processing/prev_ver/src/fdevent.h,processing/curr_ver/src/fdevent.h,10,0,1,0
lighttpd,processing/prev_ver/src/buffer.h,processing/curr_ver/src/buffer.h,1,0,0,0
lighttpd,processing/prev_ver/src/stat_cache.h,processing/curr_ver/src/stat_cache.h,0,0,3,0
lighttpd,processing/prev_ver/src/configfile.h,processing/curr_ver/src/configfile.h,0,0,2,0
lighttpd,processing/prev_ver/src/sys-mmap.h,processing/curr_ver/src/sys-mmap.h,1,0,0,0
lighttpd,processing/prev_ver/src/array.h,processing/curr_ver/src/array.h,1,0,0,0
lighttpd,processing/prev_ver/src/sys-socket.h,processing/curr_ver/src/sys-socket.h,0,0,2,0
lighttpd,processing/prev_ver/src/mod_cml_funcs.h,processing/curr_ver/src/mod_cml_funcs.h,1,0,0,0
lighttpd,processing/prev_ver/src/base.h,processing/curr_ver/src/base.h,15,0,1,0
libxml2,processing/prev_ver/dict.c,processing/curr_ver/dict.c,30,0,42,0
libxml2,processing/prev_ver/xmlmodule.c,processing/curr_ver/xmlmodule.c,7,0,8,1
libxml2,processing/prev_ver/parser.c,processing/curr_ver/parser.c,131,14,146,15
libxml2,processing/prev_ver/xmlregexp.c,processing/curr_ver/xmlregexp.c,106,3,105,3
libxml2,processing/prev_ver/xmlreader.c,processing/curr_ver/xmlreader.c,49,11,50,11
libxml2,processing/prev_ver/HTMLparser.c,processing/curr_ver/HTMLparser.c,46,0,47,0
libxml2,processing/prev_ver/nanohttp.c,processing/curr_ver/nanohttp.c,51,13,66,18
libxml2,processing/prev_ver/relaxng.c,processing/curr_ver/relaxng.c,48,1,49,1
libxml2,processing/prev_ver/testC14N.c,processing/curr_ver/testC14N.c,2,0,3,0
libxml2,processing/prev_ver/threads.c,processing/curr_ver/threads.c,97,1,97,2
libxml2,processing/prev_ver/SAX2.c,processing/curr_ver/SAX2.c,58,3,59,4
libxml2,processing/prev_ver/testThreads.c,processing/curr_ver/testThreads.c,6,0,10,0
libxml2,processing/prev_ver/schematron.c,processing/curr_ver/schematron.c,2,0,3,0
libxml2,processing/prev_ver/xmlwriter.c,processing/curr_ver/xmlwriter.c,5,0,6,0
libxml2,processing/prev_ver/encoding.c,processing/curr_ver/encoding.c,38,7,60,3
libxml2,processing/prev_ver/uri.c,processing/curr_ver/uri.c,4,0,5,0
libxml2,processing/prev_ver/debugXML.c,processing/curr_ver/debugXML.c,41,6,48,6
libxml2,processing/prev_ver/xpath.c,processing/curr_ver/xpath.c,123,12,134,13
libxml2,processing/prev_ver/xmlschemas.c,processing/curr_ver/xmlschemas.c,56,3,57,3
libxml2,processing/prev_ver/tree.c,processing/curr_ver/tree.c,98,2,99,2
libxml2,processing/prev_ver/catalog.c,processing/curr_ver/catalog.c,20,3,21,3
libxml2,processing/prev_ver/xmllint.c,processing/curr_ver/xmllint.c,105,32,120,32
libxml2,processing/prev_ver/xmlIO.c,processing/curr_ver/xmlIO.c,150,10,153,10
libxml2,processing/prev_ver/parserInternals.c,processing/curr_ver/parserInternals.c,5,2,4,2
libxml2,processing/prev_ver/hash.c,processing/curr_ver/hash.c,3,0,9,0
libxml2,processing/prev_ver/trio.c,processing/curr_ver/trio.c,98,20,100,20
libxml2,processing/prev_ver/testXPath.c,processing/curr_ver/testXPath.c,4,3,5,3
libxml2,processing/prev_ver/python/libxml.c,processing/curr_ver/python/libxml.c,82,3,96,6
libxml2,processing/prev_ver/python/types.c,processing/curr_ver/python/types.c,43,1,51,3
libxml2,processing/prev_ver/elfgcchack.h,processing/curr_ver/elfgcchack.h,5669,0,5739,0
libxml2,processing/prev_ver/libxml.h,processing/curr_ver/libxml.h,7,0,8,0
libxml2,processing/prev_ver/python/libxml_wrap.h,processing/curr_ver/python/libxml_wrap.h,7,0,9,0
libxml2,processing/prev_ver/include/libxml/encoding.h,processing/curr_ver/include/libxml/encoding.h,2,4,4,4
libxml2,processing/prev_ver/include/libxml/globals.h,processing/curr_ver/include/libxml/globals.h,41,4,42,4
libxml2,processing/prev_ver/include/libxml/threads.h,processing/curr_ver/include/libxml/threads.h,1,4,2,4
libxml2,processing/prev_ver/include/libxml/parserInternals.h,processing/curr_ver/include/libxml/parserInternals.h,5,2,4,2
libxml2,processing/prev_ver/include/libxml/xmlstring.h,processing/curr_ver/include/libxml/xmlstring.h,0,2,0,1
gnuplot,processing/prev_ver/docs/doc2ipf.c,processing/curr_ver/docs/doc2ipf.c,3,0,4,0
gnuplot,processing/prev_ver/docs/xref.c,processing/curr_ver/docs/xref.c,1,0,0,0
gnuplot,processing/prev_ver/docs/doc2gih.c,processing/curr_ver/docs/doc2gih.c,1,0,0,0
gnuplot,processing/prev_ver/docs/doc2rtf.c,processing/curr_ver/docs/doc2rtf.c,1,0,0,0
gnuplot,processing/prev_ver/docs/doc2ms.c,processing/curr_ver/docs/doc2ms.c,1,0,0,0
gnuplot,processing/prev_ver/docs/doc2tex.c,processing/curr_ver/docs/doc2tex.c,2,0,1,0
gnuplot,processing/prev_ver/docs/checkdoc.c,processing/curr_ver/docs/checkdoc.c,1,0,0,0
gnuplot,processing/prev_ver/docs/doc2hlp.c,processing/curr_ver/docs/doc2hlp.c,1,0,0,0
gnuplot,processing/prev_ver/docs/termdoc.c,processing/curr_ver/docs/termdoc.c,2,0,1,0
gnuplot,processing/prev_ver/docs/doc2rnh.c,processing/curr_ver/docs/doc2rnh.c,1,0,0,0
gnuplot,processing/prev_ver/src/contour.c,processing/curr_ver/src/contour.c,1,2,0,2
gnuplot,processing/prev_ver/src/graphics.c,processing/curr_ver/src/graphics.c,24,6,2,0
gnuplot,processing/prev_ver/src/axis.c,processing/curr_ver/src/axis.c,3,0,1,0
gnuplot,processing/prev_ver/src/set.c,processing/curr_ver/src/set.c,42,10,6,3
gnuplot,processing/prev_ver/src/time.c,processing/curr_ver/src/time.c,7,0,2,0
gnuplot,processing/prev_ver/src/unset.c,processing/curr_ver/src/unset.c,33,0,6,0
gnuplot,processing/prev_ver/src/interpol.c,processing/curr_ver/src/interpol.c,3,0,2,0
gnuplot,processing/prev_ver/src/standard.c,processing/curr_ver/src/standard.c,6,0,4,0
gnuplot,processing/prev_ver/src/gplt_x11.c,processing/curr_ver/src/gplt_x11.c,145,42,158,35
gnuplot,processing/prev_ver/src/bitmap.c,processing/curr_ver/src/bitmap.c,3,1,2,1
gnuplot,processing/prev_ver/src/datafile.c,processing/curr_ver/src/datafile.c,79,19,7,7
gnuplot,processing/prev_ver/src/matrix.c,processing/curr_ver/src/matrix.c,1,0,0,0
gnuplot,processing/prev_ver/src/util.c,processing/curr_ver/src/util.c,43,4,25,3
gnuplot,processing/prev_ver/src/term.c,processing/curr_ver/src/term.c,49,13,32,13
gnuplot,processing/prev_ver/src/hidden3d.c,processing/curr_ver/src/hidden3d.c,19,4,0,0
gnuplot,processing/prev_ver/src/command.c,processing/curr_ver/src/command.c,131,20,96,13
gnuplot,processing/prev_ver/src/parse.c,processing/curr_ver/src/parse.c,7,2,0,0
gnuplot,processing/prev_ver/src/dynarray.c,processing/curr_ver/src/dynarray.c,1,0,0,0
gnuplot,processing/prev_ver/src/plot3d.c,processing/curr_ver/src/plot3d.c,20,5,2,0
gnuplot,processing/prev_ver/src/version.c,processing/curr_ver/src/version.c,3,0,1,0
gnuplot,processing/prev_ver/src/readline.c,processing/curr_ver/src/readline.c,78,13,79,11
gnuplot,processing/prev_ver/src/specfun.c,processing/curr_ver/src/specfun.c,45,0,85,0
gnuplot,processing/prev_ver/src/plot.c,processing/curr_ver/src/plot.c,78,6,56,11
gnuplot,processing/prev_ver/src/save.c,processing/curr_ver/src/save.c,13,0,0,0
gnuplot,processing/prev_ver/src/scanner.c,processing/curr_ver/src/scanner.c,6,1,0,0
gnuplot,processing/prev_ver/src/internal.c,processing/curr_ver/src/internal.c,10,0,7,0
gnuplot,processing/prev_ver/src/color.c,processing/curr_ver/src/color.c,7,1,0,0
gnuplot,processing/prev_ver/src/getcolor.c,processing/curr_ver/src/getcolor.c,4,0,3,0
gnuplot,processing/prev_ver/src/tables.c,processing/curr_ver/src/tables.c,8,0,1,0
gnuplot,processing/prev_ver/src/gpexecute.c,processing/curr_ver/src/gpexecute.c,13,0,11,0
gnuplot,processing/prev_ver/src/history.c,processing/curr_ver/src/history.c,8,5,14,1
gnuplot,processing/prev_ver/src/plot2d.c,processing/curr_ver/src/plot2d.c,33,4,2,0
gnuplot,processing/prev_ver/src/breaders.c,processing/curr_ver/src/breaders.c,2,0,4,0
gnuplot,processing/prev_ver/src/strftime.c,processing/curr_ver/src/strftime.c,6,0,5,0
gnuplot,processing/prev_ver/src/show.c,processing/curr_ver/src/show.c,69,16,38,12
gnuplot,processing/prev_ver/src/fit.c,processing/curr_ver/src/fit.c,33,2,22,2
gnuplot,processing/prev_ver/src/variable.c,processing/curr_ver/src/variable.c,13,3,9,1
gnuplot,processing/prev_ver/src/util3d.c,processing/curr_ver/src/util3d.c,10,1,0,0
gnuplot,processing/prev_ver/src/alloc.c,processing/curr_ver/src/alloc.c,7,4,0,0
gnuplot,processing/prev_ver/src/gadgets.c,processing/curr_ver/src/gadgets.c,7,0,0,0
gnuplot,processing/prev_ver/src/pm3d.c,processing/curr_ver/src/pm3d.c,11,2,0,0
gnuplot,processing/prev_ver/src/stdfn.c,processing/curr_ver/src/stdfn.c,21,0,25,0
gnuplot,processing/prev_ver/src/eval.c,processing/curr_ver/src/eval.c,24,2,9,0
gnuplot,processing/prev_ver/src/graph3d.c,processing/curr_ver/src/graph3d.c,25,16,3,0
gnuplot,processing/prev_ver/src/wxterminal/gp_cairo.c,processing/curr_ver/src/wxterminal/gp_cairo.c,5,2,10,2
gnuplot,processing/prev_ver/src/os2/dialogs.c,processing/curr_ver/src/os2/dialogs.c,1,0,0,0
gnuplot,processing/prev_ver/src/os2/gnupmdrv.c,processing/curr_ver/src/os2/gnupmdrv.c,3,0,2,0
gnuplot,processing/prev_ver/src/os2/gclient.c,processing/curr_ver/src/os2/gclient.c,24,1,19,1
gnuplot,processing/prev_ver/src/os2/print.c,processing/curr_ver/src/os2/print.c,1,0,0,0
gnuplot,processing/prev_ver/src/win/pgnuplot.c,processing/curr_ver/src/win/pgnuplot.c,3,0,2,0
gnuplot,processing/prev_ver/src/win/wprinter.c,processing/curr_ver/src/win/wprinter.c,7,3,0,0
gnuplot,processing/prev_ver/src/win/wgnuplib.c,processing/curr_ver/src/win/wgnuplib.c,2,0,0,0
gnuplot,processing/prev_ver/src/win/wtext.c,processing/curr_ver/src/win/wtext.c,18,0,2,0
gnuplot,processing/prev_ver/src/win/wpause.c,processing/curr_ver/src/win/wpause.c,11,2,6,6
gnuplot,processing/prev_ver/src/win/wgraph.c,processing/curr_ver/src/win/wgraph.c,49,8,95,27
gnuplot,processing/prev_ver/src/win/wmenu.c,processing/curr_ver/src/win/wmenu.c,24,1,7,0
gnuplot,processing/prev_ver/src/win/winmain.c,processing/curr_ver/src/win/winmain.c,11,0,49,1
gnuplot,processing/prev_ver/docs/xref.h,processing/curr_ver/docs/xref.h,1,0,0,0
gnuplot,processing/prev_ver/src/specfun.h,processing/curr_ver/src/specfun.h,0,0,1,0
gnuplot,processing/prev_ver/src/util.h,processing/curr_ver/src/util.h,3,0,5,0
gnuplot,processing/prev_ver/src/save.h,processing/curr_ver/src/save.h,1,0,0,0
gnuplot,processing/prev_ver/src/color.h,processing/curr_ver/src/color.h,5,0,0,0
gnuplot,processing/prev_ver/src/graph3d.h,processing/curr_ver/src/graph3d.h,2,0,1,0
gnuplot,processing/prev_ver/src/gp_types.h,processing/curr_ver/src/gp_types.h,7,0,0,0
gnuplot,processing/prev_ver/src/eval.h,processing/curr_ver/src/eval.h,5,0,2,0
gnuplot,processing/prev_ver/src/tables.h,processing/curr_ver/src/tables.h,2,0,0,0
gnuplot,processing/prev_ver/src/util3d.h,processing/curr_ver/src/util3d.h,2,0,0,0
gnuplot,processing/prev_ver/src/plot.h,processing/curr_ver/src/plot.h,4,0,8,0
gnuplot,processing/prev_ver/src/graphics.h,processing/curr_ver/src/graphics.h,6,0,0,0
gnuplot,processing/prev_ver/src/plot2d.h,processing/curr_ver/src/plot2d.h,1,0,0,0
