project, filepath_prev, filepath_curr, disc_prev, undisc_prev,disc_curr, undisc_curr
freebsd,processing/prev_ver/lib/libthr/thread/thr_private.h,processing/curr_ver/lib/libthr/thread/thr_private.h,4,0,13,0
freebsd,processing/prev_ver/include/ieeefp.h,processing/curr_ver/include/ieeefp.h,1,0,0,0
freebsd,processing/prev_ver/include/netdb.h,processing/curr_ver/include/netdb.h,3,0,7,0
freebsd,processing/prev_ver/include/grp.h,processing/curr_ver/include/grp.h,5,1,6,1
freebsd,processing/prev_ver/include/pthread.h,processing/curr_ver/include/pthread.h,0,0,2,0
freebsd,processing/prev_ver/include/stddef.h,processing/curr_ver/include/stddef.h,5,0,10,0
freebsd,processing/prev_ver/include/libgen.h,processing/curr_ver/include/libgen.h,0,0,0,1
freebsd,processing/prev_ver/include/inttypes.h,processing/curr_ver/include/inttypes.h,0,0,2,0
freebsd,processing/prev_ver/include/string.h,processing/curr_ver/include/string.h,13,1,21,1
freebsd,processing/prev_ver/include/time.h,processing/curr_ver/include/time.h,15,0,18,0
freebsd,processing/prev_ver/include/unistd.h,processing/curr_ver/include/unistd.h,28,0,30,0
freebsd,processing/prev_ver/include/strings.h,processing/curr_ver/include/strings.h,2,0,5,1
freebsd,processing/prev_ver/include/limits.h,processing/curr_ver/include/limits.h,0,0,1,0
freebsd,processing/prev_ver/include/ndbm.h,processing/curr_ver/include/ndbm.h,0,0,2,0
freebsd,processing/prev_ver/include/wctype.h,processing/curr_ver/include/wctype.h,4,0,5,0
freebsd,processing/prev_ver/include/stdlib.h,processing/curr_ver/include/stdlib.h,14,0,22,0
freebsd,processing/prev_ver/include/dirent.h,processing/curr_ver/include/dirent.h,6,1,14,1
freebsd,processing/prev_ver/include/wchar.h,processing/curr_ver/include/wchar.h,10,0,14,0
freebsd,processing/prev_ver/include/pwd.h,processing/curr_ver/include/pwd.h,6,0,7,0
freebsd,processing/prev_ver/include/signal.h,processing/curr_ver/include/signal.h,8,0,10,1
freebsd,processing/prev_ver/include/db.h,processing/curr_ver/include/db.h,1,0,1,1
freebsd,processing/prev_ver/include/complex.h,processing/curr_ver/include/complex.h,1,0,3,0
freebsd,processing/prev_ver/include/runetype.h,processing/curr_ver/include/runetype.h,0,0,2,0
freebsd,processing/prev_ver/include/search.h,processing/curr_ver/include/search.h,2,0,5,0
freebsd,processing/prev_ver/include/assert.h,processing/curr_ver/include/assert.h,0,0,1,0
freebsd,processing/prev_ver/include/mqueue.h,processing/curr_ver/include/mqueue.h,0,0,1,0
freebsd,processing/prev_ver/include/stdio.h,processing/curr_ver/include/stdio.h,17,1,28,1
freebsd,processing/prev_ver/include/gssapi/gssapi.h,processing/curr_ver/include/gssapi/gssapi.h,2,0,7,0
freebsd,processing/prev_ver/kerberos5/include/krb5-types.h,processing/curr_ver/kerberos5/include/krb5-types.h,0,0,4,0
freebsd,processing/prev_ver/kerberos5/include/config.h,processing/curr_ver/kerberos5/include/config.h,2,0,8,0
freebsd,processing/prev_ver/contrib/gcc/gthr-posix95.h,processing/curr_ver/contrib/gcc/gthr-posix95.h,12,2,8,6
freebsd,processing/prev_ver/contrib/gcc/config/rs6000/freebsd.h,processing/curr_ver/contrib/gcc/config/rs6000/freebsd.h,0,0,2,0
freebsd,processing/prev_ver/contrib/gcc/config/arm/unwind-arm.h,processing/curr_ver/contrib/gcc/config/arm/unwind-arm.h,2,2,3,2
freebsd,processing/prev_ver/contrib/openbsm/compat/endian.h,processing/curr_ver/contrib/openbsm/compat/endian.h,0,0,1,0
freebsd,processing/prev_ver/contrib/binutils/gas/subsegs.h,processing/curr_ver/contrib/binutils/gas/subsegs.h,9,0,2,0
freebsd,processing/prev_ver/contrib/binutils/gas/struc-symbol.h,processing/curr_ver/contrib/binutils/gas/struc-symbol.h,8,0,4,0
freebsd,processing/prev_ver/contrib/binutils/gas/tc.h,processing/curr_ver/contrib/binutils/gas/tc.h,16,0,12,0
freebsd,processing/prev_ver/contrib/binutils/gas/frags.h,processing/curr_ver/contrib/binutils/gas/frags.h,5,0,3,0
freebsd,processing/prev_ver/contrib/binutils/gas/asintl.h,processing/curr_ver/contrib/binutils/gas/asintl.h,1,0,2,0
freebsd,processing/prev_ver/contrib/binutils/gas/symbols.h,processing/curr_ver/contrib/binutils/gas/symbols.h,6,0,3,0
freebsd,processing/prev_ver/contrib/binutils/gas/obj.h,processing/curr_ver/contrib/binutils/gas/obj.h,6,0,3,0
freebsd,processing/prev_ver/contrib/binutils/gas/write.h,processing/curr_ver/contrib/binutils/gas/write.h,11,0,2,0
freebsd,processing/prev_ver/contrib/binutils/gas/config/obj-coff.h,processing/curr_ver/contrib/binutils/gas/config/obj-coff.h,9,6,12,2
freebsd,processing/prev_ver/contrib/binutils/gas/config/tc-sparc.h,processing/curr_ver/contrib/binutils/gas/config/tc-sparc.h,4,0,2,0
freebsd,processing/prev_ver/contrib/binutils/gas/config/obj-aout.h,processing/curr_ver/contrib/binutils/gas/config/obj-aout.h,3,0,0,0
freebsd,processing/prev_ver/contrib/binutils/gas/config/tc-s390.h,processing/curr_ver/contrib/binutils/gas/config/tc-s390.h,1,0,0,0
freebsd,processing/prev_ver/contrib/binutils/gas/config/tc-arm.h,processing/curr_ver/contrib/binutils/gas/config/tc-arm.h,4,0,6,0
freebsd,processing/prev_ver/contrib/binutils/gas/config/obj-elf.h,processing/curr_ver/contrib/binutils/gas/config/obj-elf.h,7,0,6,0
freebsd,processing/prev_ver/contrib/binutils/bfd/sysdep.h,processing/curr_ver/contrib/binutils/bfd/sysdep.h,11,0,22,0
freebsd,processing/prev_ver/contrib/binutils/bfd/ecoffswap.h,processing/curr_ver/contrib/binutils/bfd/ecoffswap.h,34,0,30,0
freebsd,processing/prev_ver/contrib/binutils/bfd/coffswap.h,processing/curr_ver/contrib/binutils/bfd/coffswap.h,60,0,53,0
freebsd,processing/prev_ver/contrib/binutils/bfd/elfxx-target.h,processing/curr_ver/contrib/binutils/bfd/elfxx-target.h,14,0,13,0
freebsd,processing/prev_ver/contrib/binutils/ld/ld.h,processing/curr_ver/contrib/binutils/ld/ld.h,1,0,7,0
freebsd,processing/prev_ver/contrib/binutils/ld/sysdep.h,processing/curr_ver/contrib/binutils/ld/sysdep.h,7,0,8,0
freebsd,processing/prev_ver/contrib/binutils/libiberty/cp-demangle.h,processing/curr_ver/contrib/binutils/libiberty/cp-demangle.h,0,0,1,0
freebsd,processing/prev_ver/contrib/binutils/include/md5.h,processing/curr_ver/contrib/binutils/include/md5.h,4,4,8,0
freebsd,processing/prev_ver/contrib/binutils/include/ansidecl.h,processing/curr_ver/contrib/binutils/include/ansidecl.h,7,0,13,0
freebsd,processing/prev_ver/contrib/binutils/include/libiberty.h,processing/curr_ver/contrib/binutils/include/libiberty.h,6,2,8,2
freebsd,processing/prev_ver/contrib/binutils/include/elf/external.h,processing/curr_ver/contrib/binutils/include/elf/external.h,1,0,0,0
freebsd,processing/prev_ver/contrib/binutils/include/elf/arm.h,processing/curr_ver/contrib/binutils/include/elf/arm.h,4,0,0,1
freebsd,processing/prev_ver/contrib/binutils/include/opcode/i386.h,processing/curr_ver/contrib/binutils/include/opcode/i386.h,18,0,0,0
freebsd,processing/prev_ver/contrib/binutils/include/coff/pe.h,processing/curr_ver/contrib/binutils/include/coff/pe.h,0,0,2,0
freebsd,processing/prev_ver/contrib/gdtoa/gdtoaimp.h,processing/curr_ver/contrib/gdtoa/gdtoaimp.h,17,3,16,3
freebsd,processing/prev_ver/contrib/openpam/include/security/openpam.h,processing/curr_ver/contrib/openpam/include/security/openpam.h,2,1,3,1
freebsd,processing/prev_ver/contrib/ntp/ntpd/ntpd-opts.h,processing/curr_ver/contrib/ntp/ntpd/ntpd-opts.h,3,3,3,4
freebsd,processing/prev_ver/contrib/ntp/ntpq/ntpq-opts.h,processing/curr_ver/contrib/ntp/ntpq/ntpq-opts.h,3,3,3,4
freebsd,processing/prev_ver/contrib/ntp/util/ntp-keygen-opts.h,processing/curr_ver/contrib/ntp/util/ntp-keygen-opts.h,3,3,3,4
freebsd,processing/prev_ver/contrib/ntp/sntp/sntp-opts.h,processing/curr_ver/contrib/ntp/sntp/sntp-opts.h,3,3,3,4
freebsd,processing/prev_ver/contrib/ntp/sntp/libopts/genshell.h,processing/curr_ver/contrib/ntp/sntp/libopts/genshell.h,2,3,2,4
freebsd,processing/prev_ver/contrib/ntp/sntp/libopts/autoopts.h,processing/curr_ver/contrib/ntp/sntp/libopts/autoopts.h,5,0,6,0
freebsd,processing/prev_ver/contrib/ntp/sntp/libopts/compat/compat.h,processing/curr_ver/contrib/ntp/sntp/libopts/compat/compat.h,16,8,23,10
freebsd,processing/prev_ver/contrib/ntp/sntp/libopts/compat/windows-config.h,processing/curr_ver/contrib/ntp/sntp/libopts/compat/windows-config.h,0,0,1,0
freebsd,processing/prev_ver/contrib/ntp/sntp/libopts/autoopts/usage-txt.h,processing/curr_ver/contrib/ntp/sntp/libopts/autoopts/usage-txt.h,1,0,2,0
freebsd,processing/prev_ver/contrib/ntp/sntp/libopts/autoopts/options.h,processing/curr_ver/contrib/ntp/sntp/libopts/autoopts/options.h,1,1,2,1
freebsd,processing/prev_ver/contrib/ntp/ntpdc/ntpdc-opts.h,processing/curr_ver/contrib/ntp/ntpdc/ntpdc-opts.h,3,3,3,4
freebsd,processing/prev_ver/contrib/ntp/include/ntp_machine.h,processing/curr_ver/contrib/ntp/include/ntp_machine.h,18,2,9,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_stdlib.h,processing/curr_ver/contrib/ntp/include/ntp_stdlib.h,6,0,8,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_malloc.h,processing/curr_ver/contrib/ntp/include/ntp_malloc.h,1,0,5,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_syscall.h,processing/curr_ver/contrib/ntp/include/ntp_syscall.h,6,0,7,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_refclock.h,processing/curr_ver/contrib/ntp/include/ntp_refclock.h,4,0,3,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_string.h,processing/curr_ver/contrib/ntp/include/ntp_string.h,3,0,1,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_tty.h,processing/curr_ver/contrib/ntp/include/ntp_tty.h,2,0,6,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_crypto.h,processing/curr_ver/contrib/ntp/include/ntp_crypto.h,1,0,1,1
freebsd,processing/prev_ver/contrib/ntp/include/ntp_types.h,processing/curr_ver/contrib/ntp/include/ntp_types.h,5,0,20,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_rfc2553.h,processing/curr_ver/contrib/ntp/include/ntp_rfc2553.h,11,0,8,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_io.h,processing/curr_ver/contrib/ntp/include/ntp_io.h,3,0,4,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_config.h,processing/curr_ver/contrib/ntp/include/ntp_config.h,1,0,3,0
freebsd,processing/prev_ver/contrib/ntp/include/ntpd.h,processing/curr_ver/contrib/ntp/include/ntpd.h,15,0,18,0
freebsd,processing/prev_ver/contrib/ntp/include/recvbuff.h,processing/curr_ver/contrib/ntp/include/recvbuff.h,4,0,5,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_fp.h,processing/curr_ver/contrib/ntp/include/ntp_fp.h,0,0,1,0
freebsd,processing/prev_ver/contrib/ntp/include/ntp_md5.h,processing/curr_ver/contrib/ntp/include/ntp_md5.h,0,0,3,0
freebsd,processing/prev_ver/contrib/ntp/include/l_stdlib.h,processing/curr_ver/contrib/ntp/include/l_stdlib.h,54,0,45,0
freebsd,processing/prev_ver/contrib/tcsh/sh.decls.h,processing/curr_ver/contrib/tcsh/sh.decls.h,23,0,25,0
freebsd,processing/prev_ver/contrib/tcsh/ed.term.h,processing/curr_ver/contrib/tcsh/ed.term.h,48,0,50,0
freebsd,processing/prev_ver/contrib/tcsh/tc.os.h,processing/curr_ver/contrib/tcsh/tc.os.h,56,0,57,0
freebsd,processing/prev_ver/contrib/tcsh/sh.h,processing/curr_ver/contrib/tcsh/sh.h,63,0,62,0
freebsd,processing/prev_ver/contrib/tcp_wrappers/tcpd.h,processing/curr_ver/contrib/tcp_wrappers/tcpd.h,15,0,10,0
freebsd,processing/prev_ver/contrib/gcclibs/libcpp/system.h,processing/curr_ver/contrib/gcclibs/libcpp/system.h,32,0,33,0
freebsd,processing/prev_ver/contrib/less/less.h,processing/curr_ver/contrib/less/less.h,9,0,10,0
freebsd,processing/prev_ver/contrib/amd/amd/amd.h,processing/curr_ver/contrib/amd/amd/amd.h,29,0,33,0
freebsd,processing/prev_ver/contrib/amd/include/am_xdr_func.h,processing/curr_ver/contrib/amd/include/am_xdr_func.h,45,0,44,0
freebsd,processing/prev_ver/contrib/amd/include/mount_headers1.h,processing/curr_ver/contrib/amd/include/mount_headers1.h,2,0,3,0
freebsd,processing/prev_ver/contrib/amd/include/am_compat.h,processing/curr_ver/contrib/amd/include/am_compat.h,8,0,9,0
freebsd,processing/prev_ver/contrib/amd/include/am_defs.h,processing/curr_ver/contrib/amd/include/am_defs.h,83,0,84,0
freebsd,processing/prev_ver/contrib/amd/include/am_utils.h,processing/curr_ver/contrib/amd/include/am_utils.h,15,0,16,0
freebsd,processing/prev_ver/contrib/expat/tests/chardata.h,processing/curr_ver/contrib/expat/tests/chardata.h,0,0,1,2
freebsd,processing/prev_ver/contrib/expat/lib/expat.h,processing/curr_ver/contrib/expat/lib/expat.h,6,2,1,2
freebsd,processing/prev_ver/contrib/expat/lib/internal.h,processing/curr_ver/contrib/expat/lib/internal.h,3,0,5,2
freebsd,processing/prev_ver/contrib/ipfilter/opts.h,processing/curr_ver/contrib/ipfilter/opts.h,2,0,3,0
freebsd,processing/prev_ver/contrib/ipfilter/ipf.h,processing/curr_ver/contrib/ipfilter/ipf.h,14,0,12,0
freebsd,processing/prev_ver/contrib/ipfilter/ipsend/ipsend.h,processing/curr_ver/contrib/ipfilter/ipsend/ipsend.h,3,0,1,0
freebsd,processing/prev_ver/contrib/sendmail/src/sendmail.h,processing/curr_ver/contrib/sendmail/src/sendmail.h,72,7,98,7
freebsd,processing/prev_ver/contrib/sendmail/src/conf.h,processing/curr_ver/contrib/sendmail/src/conf.h,5,0,6,0
freebsd,processing/prev_ver/contrib/sendmail/src/map.h,processing/curr_ver/contrib/sendmail/src/map.h,0,0,7,0
freebsd,processing/prev_ver/contrib/sendmail/include/libsmdb/smdb.h,processing/curr_ver/contrib/sendmail/include/libsmdb/smdb.h,2,0,3,0
freebsd,processing/prev_ver/contrib/sendmail/include/sm/conf.h,processing/curr_ver/contrib/sendmail/include/sm/conf.h,114,0,117,0
freebsd,processing/prev_ver/contrib/sendmail/include/sm/ldap.h,processing/curr_ver/contrib/sendmail/include/sm/ldap.h,2,0,3,0
freebsd,processing/prev_ver/contrib/sendmail/include/sm/os/sm_os_freebsd.h,processing/curr_ver/contrib/sendmail/include/sm/os/sm_os_freebsd.h,2,0,3,0
freebsd,processing/prev_ver/contrib/ncurses/progs/progs.priv.h,processing/curr_ver/contrib/ncurses/progs/progs.priv.h,8,0,9,0
freebsd,processing/prev_ver/contrib/ncurses/menu/menu.h,processing/curr_ver/contrib/ncurses/menu/menu.h,1,1,2,1
freebsd,processing/prev_ver/contrib/ncurses/ncurses/curses.priv.h,processing/curr_ver/contrib/ncurses/ncurses/curses.priv.h,61,2,101,5
freebsd,processing/prev_ver/contrib/ncurses/panel/panel.priv.h,processing/curr_ver/contrib/ncurses/panel/panel.priv.h,1,0,2,0
freebsd,processing/prev_ver/contrib/ncurses/panel/panel.h,processing/curr_ver/contrib/ncurses/panel/panel.h,0,1,1,1
freebsd,processing/prev_ver/contrib/ncurses/form/form.h,processing/curr_ver/contrib/ncurses/form/form.h,2,1,6,1
freebsd,processing/prev_ver/contrib/ncurses/form/form.priv.h,processing/curr_ver/contrib/ncurses/form/form.priv.h,3,0,4,0
freebsd,processing/prev_ver/contrib/ncurses/include/nc_alloc.h,processing/curr_ver/contrib/ncurses/include/nc_alloc.h,1,2,2,2
freebsd,processing/prev_ver/contrib/ncurses/include/term_entry.h,processing/curr_ver/contrib/ncurses/include/term_entry.h,1,1,3,1
freebsd,processing/prev_ver/contrib/ncurses/include/tic.h,processing/curr_ver/contrib/ncurses/include/tic.h,4,1,3,1
freebsd,processing/prev_ver/contrib/ncurses/include/nc_panel.h,processing/curr_ver/contrib/ncurses/include/nc_panel.h,0,1,2,1
freebsd,processing/prev_ver/contrib/ncurses/include/nc_tparm.h,processing/curr_ver/contrib/ncurses/include/nc_tparm.h,0,0,1,0
freebsd,processing/prev_ver/contrib/nvi/common/gs.h,processing/curr_ver/contrib/nvi/common/gs.h,2,0,1,0
freebsd,processing/prev_ver/contrib/nvi/common/mem.h,processing/curr_ver/contrib/nvi/common/mem.h,0,0,1,0
freebsd,processing/prev_ver/contrib/nvi/ex/script.h,processing/curr_ver/contrib/nvi/ex/script.h,1,0,0,0
freebsd,processing/prev_ver/contrib/libstdc++/libsupc++/unwind-cxx.h,processing/curr_ver/contrib/libstdc++/libsupc++/unwind-cxx.h,6,0,8,0
freebsd,processing/prev_ver/contrib/tcpdump/extract.h,processing/curr_ver/contrib/tcpdump/extract.h,2,0,3,0
freebsd,processing/prev_ver/contrib/tcpdump/addrtoname.h,processing/curr_ver/contrib/tcpdump/addrtoname.h,2,0,0,0
freebsd,processing/prev_ver/contrib/tcpdump/interface.h,processing/curr_ver/contrib/tcpdump/interface.h,8,0,7,2
freebsd,processing/prev_ver/contrib/tcpdump/netdissect.h,processing/curr_ver/contrib/tcpdump/netdissect.h,7,0,7,4
freebsd,processing/prev_ver/contrib/libpcap/pcap-namedb.h,processing/curr_ver/contrib/libpcap/pcap-namedb.h,1,2,0,0
freebsd,processing/prev_ver/contrib/libpcap/pcap.h,processing/curr_ver/contrib/libpcap/pcap.h,6,2,0,0
freebsd,processing/prev_ver/contrib/libpcap/pcap-int.h,processing/curr_ver/contrib/libpcap/pcap-int.h,10,2,13,2
freebsd,processing/prev_ver/contrib/libpcap/pcap-bpf.h,processing/curr_ver/contrib/libpcap/pcap-bpf.h,6,2,0,0
freebsd,processing/prev_ver/contrib/gperf/src/bool-array.h,processing/curr_ver/contrib/gperf/src/bool-array.h,2,0,0,0
freebsd,processing/prev_ver/contrib/gperf/src/options.h,processing/curr_ver/contrib/gperf/src/options.h,1,0,0,0
emacs,processing/prev_ver/nt/cmdproxy.c,processing/curr_ver/nt/cmdproxy.c,1,0,3,0
emacs,processing/prev_ver/nt/addpm.c,processing/curr_ver/nt/addpm.c,0,0,1,2
emacs,processing/prev_ver/src/terminfo.c,processing/curr_ver/src/terminfo.c,0,0,1,0
emacs,processing/prev_ver/src/doprnt.c,processing/curr_ver/src/doprnt.c,0,0,1,0
emacs,processing/prev_ver/src/unexmacosx.c,processing/curr_ver/src/unexmacosx.c,18,0,26,0
emacs,processing/prev_ver/src/unexcw.c,processing/curr_ver/src/unexcw.c,0,0,4,0
emacs,processing/prev_ver/src/cm.c,processing/curr_ver/src/cm.c,1,0,0,0
emacs,processing/prev_ver/src/lastfile.c,processing/curr_ver/src/lastfile.c,0,0,2,0
emacs,processing/prev_ver/src/w32heap.c,processing/curr_ver/src/w32heap.c,2,0,0,0
emacs,processing/prev_ver/src/unexw32.c,processing/curr_ver/src/unexw32.c,5,0,3,0
emacs,processing/prev_ver/src/atimer.c,processing/curr_ver/src/atimer.c,7,0,22,1
emacs,processing/prev_ver/src/w32xfns.c,processing/curr_ver/src/w32xfns.c,0,0,5,0
emacs,processing/prev_ver/lib-src/ntlib.c,processing/curr_ver/lib-src/ntlib.c,0,0,1,0
emacs,processing/prev_ver/lib-src/hexl.c,processing/curr_ver/lib-src/hexl.c,7,0,0,0
emacs,processing/prev_ver/lib-src/pop.c,processing/curr_ver/lib-src/pop.c,28,0,27,0
emacs,processing/prev_ver/lib-src/update-game-score.c,processing/curr_ver/lib-src/update-game-score.c,8,2,3,0
emacs,processing/prev_ver/oldXMenu/Create.c,processing/curr_ver/oldXMenu/Create.c,1,0,0,0
emacs,processing/prev_ver/nt/inc/sys/socket.h,processing/curr_ver/nt/inc/sys/socket.h,0,0,1,0
emacs,processing/prev_ver/lwlib/lwlib-int.h,processing/curr_ver/lwlib/lwlib-int.h,0,0,1,0
emacs,processing/prev_ver/lwlib/xlwmenuP.h,processing/curr_ver/lwlib/xlwmenuP.h,1,0,4,0
emacs,processing/prev_ver/lwlib/lwlib-utils.h,processing/curr_ver/lwlib/lwlib-utils.h,0,0,2,0
emacs,processing/prev_ver/src/fontset.h,processing/curr_ver/src/fontset.h,1,0,0,0
emacs,processing/prev_ver/src/syssignal.h,processing/curr_ver/src/syssignal.h,14,0,0,0
emacs,processing/prev_ver/src/cm.h,processing/curr_ver/src/cm.h,0,0,2,0
emacs,processing/prev_ver/src/getpagesize.h,processing/curr_ver/src/getpagesize.h,7,0,6,0
emacs,processing/prev_ver/src/atimer.h,processing/curr_ver/src/atimer.h,0,0,1,0
emacs,processing/prev_ver/src/w32.h,processing/curr_ver/src/w32.h,0,0,1,0
emacs,processing/prev_ver/src/window.h,processing/curr_ver/src/window.h,0,0,1,0
emacs,processing/prev_ver/src/syntax.h,processing/curr_ver/src/syntax.h,1,0,0,0
emacs,processing/prev_ver/src/process.h,processing/curr_ver/src/process.h,0,0,5,0
emacs,processing/prev_ver/src/puresize.h,processing/curr_ver/src/puresize.h,0,0,2,0
emacs,processing/prev_ver/src/sysselect.h,processing/curr_ver/src/sysselect.h,2,0,4,0
emacs,processing/prev_ver/src/charset.h,processing/curr_ver/src/charset.h,1,0,0,0
emacs,processing/prev_ver/src/syswait.h,processing/curr_ver/src/syswait.h,7,0,0,0
dia,processing/prev_ver/plug-ins/python/python.c,processing/curr_ver/plug-ins/python/python.c,3,0,5,0
dia,processing/prev_ver/plug-ins/cairo/diacairo.c,processing/curr_ver/plug-ins/cairo/diacairo.c,28,0,31,3
dia,processing/prev_ver/plug-ins/svg/render_svg.c,processing/curr_ver/plug-ins/svg/render_svg.c,0,0,1,0
dia,processing/prev_ver/objects/custom/custom_object.c,processing/curr_ver/objects/custom/custom_object.c,0,0,1,0
dia,processing/prev_ver/objects/Misc/libmisc.c,processing/curr_ver/objects/Misc/libmisc.c,2,0,0,0
dia,processing/prev_ver/objects/standard/standard.c,processing/curr_ver/objects/standard/standard.c,0,0,1,0
dia,processing/prev_ver/objects/standard/line.c,processing/curr_ver/objects/standard/line.c,4,0,1,0
dia,processing/prev_ver/app/filedlg.c,processing/curr_ver/app/filedlg.c,0,0,2,0
dia,processing/prev_ver/app/diagram.c,processing/curr_ver/app/diagram.c,0,0,2,0
dia,processing/prev_ver/app/gtkhwrapbox.c,processing/curr_ver/app/gtkhwrapbox.c,0,0,4,0
dia,processing/prev_ver/app/menus.c,processing/curr_ver/app/menus.c,4,0,2,0
dia,processing/prev_ver/app/defaults.c,processing/curr_ver/app/defaults.c,0,0,2,0
dia,processing/prev_ver/app/commands.c,processing/curr_ver/app/commands.c,17,1,19,0
dia,processing/prev_ver/app/gtkvwrapbox.c,processing/curr_ver/app/gtkvwrapbox.c,0,0,4,0
dia,processing/prev_ver/app/interface.c,processing/curr_ver/app/interface.c,12,0,12,1
dia,processing/prev_ver/app/load_save.c,processing/curr_ver/app/load_save.c,5,0,7,0
dia,processing/prev_ver/app/display.c,processing/curr_ver/app/display.c,9,0,3,0
dia,processing/prev_ver/app/gtkwrapbox.c,processing/curr_ver/app/gtkwrapbox.c,0,0,4,0
dia,processing/prev_ver/app/app_procs.c,processing/curr_ver/app/app_procs.c,48,1,36,0
dia,processing/prev_ver/app/undo.c,processing/curr_ver/app/undo.c,1,0,0,0
dia,processing/prev_ver/lib/prop_geomtypes.c,processing/curr_ver/lib/prop_geomtypes.c,4,0,0,0
dia,processing/prev_ver/lib/dialinechooser.c,processing/curr_ver/lib/dialinechooser.c,0,0,2,0
dia,processing/prev_ver/lib/dia_xml.c,processing/curr_ver/lib/dia_xml.c,1,0,3,0
dia,processing/prev_ver/lib/utils.c,processing/curr_ver/lib/utils.c,1,0,0,0
dia,processing/prev_ver/lib/newgroup.c,processing/curr_ver/lib/newgroup.c,0,0,1,0
dia,processing/prev_ver/lib/plug-ins.c,processing/curr_ver/lib/plug-ins.c,2,0,3,0
